"year","quarter","category_code","category_name","unit_standardized","avg_price","industry_branch_code","industry_branch_name","avg_wage_yearly_branch","avg_price_yearly","price_yoy_percent","avg_food_price_yearly","food_yoy_percent","avg_wage_yearly_overall","wage_yoy_percent","is_bread","is_milk"
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,F,Stavebnictví,20692.50,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,H,Doprava a skladování,22008.00,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,I,"Ubytování, stravování a pohostinství",11937.50,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,J,Informační a komunikační činnosti,40861.50,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,K,Peněžnictví a pojišťovnictví,43974.75,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,L,Činnosti v oblasti nemovitostí,19656.25,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,M,"Profesní, vědecké a technické činnosti",28658.50,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,N,Administrativní a podpůrné činnosti,14451.25,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,P,Vzdělávání,20097.50,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,Q,Zdravotní a sociální péče,20036.75,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,R,"Kulturní, zábavní a rekreační činnosti",17384.25,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114201,Mléko polotučné pasterované,"1 l",17.96,S,Ostatní činnosti,16491.25,17.89,14.63,51.45,5.86,23475.17,8.06,false,true
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,A,"Zemědělství, lesnictví, rybářství",17292.50,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,B,Těžba a dobývání,29236.00,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,C,Zpracovatelský průmysl,21128.50,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,F,Stavebnictví,20692.50,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,H,Doprava a skladování,22008.00,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,I,"Ubytování, stravování a pohostinství",11937.50,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,J,Informační a komunikační činnosti,40861.50,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,K,Peněžnictví a pojišťovnictví,43974.75,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,L,Činnosti v oblasti nemovitostí,19656.25,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,M,"Profesní, vědecké a technické činnosti",28658.50,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,N,Administrativní a podpůrné činnosti,14451.25,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,P,Vzdělávání,20097.50,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,Q,Zdravotní a sociální péče,20036.75,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,R,"Kulturní, zábavní a rekreační činnosti",17384.25,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114401,Jogurt bílý netučný,"150 g",6.23,S,Ostatní činnosti,16491.25,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,A,"Zemědělství, lesnictví, rybářství",17292.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,B,Těžba a dobývání,29236.00,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,C,Zpracovatelský průmysl,21128.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,H,Doprava a skladování,22008.00,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,I,"Ubytování, stravování a pohostinství",11937.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,J,Informační a komunikační činnosti,40861.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,K,Peněžnictví a pojišťovnictví,43974.75,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,L,Činnosti v oblasti nemovitostí,19656.25,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,M,"Profesní, vědecké a technické činnosti",28658.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,N,Administrativní a podpůrné činnosti,14451.25,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,P,Vzdělávání,20097.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,Q,Zdravotní a sociální péče,20036.75,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,R,"Kulturní, zábavní a rekreační činnosti",17384.25,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,S,Ostatní činnosti,16491.25,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,A,"Zemědělství, lesnictví, rybářství",17292.50,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,B,Těžba a dobývání,29236.00,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,C,Zpracovatelský průmysl,21128.50,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,F,Stavebnictví,20692.50,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,H,Doprava a skladování,22008.00,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,I,"Ubytování, stravování a pohostinství",11937.50,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,J,Informační a komunikační činnosti,40861.50,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,K,Peněžnictví a pojišťovnictví,43974.75,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,L,Činnosti v oblasti nemovitostí,19656.25,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,M,"Profesní, vědecké a technické činnosti",28658.50,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,N,Administrativní a podpůrné činnosti,14451.25,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,P,Vzdělávání,20097.50,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,Q,Zdravotní a sociální péče,20036.75,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,R,"Kulturní, zábavní a rekreační činnosti",17384.25,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,114701,Vejce slepičí čerstvá,"10 ks",28.27,S,Ostatní činnosti,16491.25,27.92,11.84,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,A,"Zemědělství, lesnictví, rybářství",17292.50,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,B,Těžba a dobývání,29236.00,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,C,Zpracovatelský průmysl,21128.50,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,F,Stavebnictví,20692.50,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,H,Doprava a skladování,22008.00,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,I,"Ubytování, stravování a pohostinství",11937.50,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,J,Informační a komunikační činnosti,40861.50,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,K,Peněžnictví a pojišťovnictví,43974.75,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,L,Činnosti v oblasti nemovitostí,19656.25,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,M,"Profesní, vědecké a technické činnosti",28658.50,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,N,Administrativní a podpůrné činnosti,14451.25,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,P,Vzdělávání,20097.50,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,Q,Zdravotní a sociální péče,20036.75,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,R,"Kulturní, zábavní a rekreační činnosti",17384.25,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115101,Máslo,"1 kg",113.72,S,Ostatní činnosti,16491.25,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,A,"Zemědělství, lesnictví, rybářství",17292.50,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,B,Těžba a dobývání,29236.00,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,C,Zpracovatelský průmysl,21128.50,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,F,Stavebnictví,20692.50,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,H,Doprava a skladování,22008.00,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,I,"Ubytování, stravování a pohostinství",11937.50,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,J,Informační a komunikační činnosti,40861.50,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,K,Peněžnictví a pojišťovnictví,43974.75,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,L,Činnosti v oblasti nemovitostí,19656.25,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,M,"Profesní, vědecké a technické činnosti",28658.50,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,N,Administrativní a podpůrné činnosti,14451.25,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,P,Vzdělávání,20097.50,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,Q,Zdravotní a sociální péče,20036.75,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,R,"Kulturní, zábavní a rekreační činnosti",17384.25,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,115201,Rostlinný roztíratelný tuk,"1 kg",84.72,S,Ostatní činnosti,16491.25,84.85,22.13,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,A,"Zemědělství, lesnictví, rybářství",17292.50,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,B,Těžba a dobývání,29236.00,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,C,Zpracovatelský průmysl,21128.50,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,F,Stavebnictví,20692.50,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,H,Doprava a skladování,22008.00,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,I,"Ubytování, stravování a pohostinství",11937.50,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,J,Informační a komunikační činnosti,40861.50,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,K,Peněžnictví a pojišťovnictví,43974.75,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,L,Činnosti v oblasti nemovitostí,19656.25,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,M,"Profesní, vědecké a technické činnosti",28658.50,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,N,Administrativní a podpůrné činnosti,14451.25,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,P,Vzdělávání,20097.50,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,Q,Zdravotní a sociální péče,20036.75,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,R,"Kulturní, zábavní a rekreační činnosti",17384.25,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116101,Pomeranče,"1 kg",33.27,S,Ostatní činnosti,16491.25,31.05,1.81,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,A,"Zemědělství, lesnictví, rybářství",17292.50,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,B,Těžba a dobývání,29236.00,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,C,Zpracovatelský průmysl,21128.50,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,F,Stavebnictví,20692.50,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,H,Doprava a skladování,22008.00,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,I,"Ubytování, stravování a pohostinství",11937.50,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,J,Informační a komunikační činnosti,40861.50,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,K,Peněžnictví a pojišťovnictví,43974.75,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,L,Činnosti v oblasti nemovitostí,19656.25,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,M,"Profesní, vědecké a technické činnosti",28658.50,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,N,Administrativní a podpůrné činnosti,14451.25,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,P,Vzdělávání,20097.50,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,Q,Zdravotní a sociální péče,20036.75,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,R,"Kulturní, zábavní a rekreační činnosti",17384.25,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116103,Banány žluté,"1 kg",31.41,S,Ostatní činnosti,16491.25,30.25,-1.67,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,A,"Zemědělství, lesnictví, rybářství",17292.50,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,B,Těžba a dobývání,29236.00,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,C,Zpracovatelský průmysl,21128.50,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,F,Stavebnictví,20692.50,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,20597.25,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,H,Doprava a skladování,22008.00,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,I,"Ubytování, stravování a pohostinství",11937.50,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,J,Informační a komunikační činnosti,40861.50,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,K,Peněžnictví a pojišťovnictví,43974.75,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,L,Činnosti v oblasti nemovitostí,19656.25,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,M,"Profesní, vědecké a technické činnosti",28658.50,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,N,Administrativní a podpůrné činnosti,14451.25,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,O,Veřejná správa a obrana; povinné sociální zabezpečení,25759.00,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,P,Vzdělávání,20097.50,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,Q,Zdravotní a sociální péče,20036.75,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,R,"Kulturní, zábavní a rekreační činnosti",17384.25,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,116104,Jablka konzumní,"1 kg",36.62,S,Ostatní činnosti,16491.25,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,2,117101,Rajská jablka červená kulatá,"1 kg",35.20,A,"Zemědělství, lesnictví, rybářství",17292.50,35.83,-10.52,51.45,5.86,23475.17,8.06,false,false
2008,2,117101,Rajská jablka červená kulatá,"1 kg",35.20,B,Těžba a dobývání,29236.00,35.83,-10.52,51.45,5.86,23475.17,8.06,false,false
2008,2,117101,Rajská jablka červená kulatá,"1 kg",35.20,C,Zpracovatelský průmysl,21128.50,35.83,-10.52,51.45,5.86,23475.17,8.06,false,false
2008,2,117101,Rajská jablka červená kulatá,"1 kg",35.20,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34779.75,35.83,-10.52,51.45,5.86,23475.17,8.06,false,false
2008,2,117101,Rajská jablka červená kulatá,"1 kg",35.20,E,Zásobování vodou; činnosti související s odpady a sanacemi,20985.25,35.83,-10.52,51.45,5.86,23475.17,8.06,false,false
