"year","quarter","category_code","category_name","unit_standardized","avg_price","industry_branch_code","industry_branch_name","avg_wage_yearly_branch","avg_price_yearly","price_yoy_percent","avg_food_price_yearly","food_yoy_percent","avg_wage_yearly_overall","wage_yoy_percent","is_bread","is_milk"
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,B,Těžba a dobývání,24017.50,21.29,,45.51,,20342.38,,false,false
2006,1,117401,Konzumní brambory,"1 kg",8.53,F,Stavebnictví,17643.75,12.11,,45.51,,20342.38,,false,false
2006,2,112401,Kuřata kuchaná celá,"1 kg",47.13,F,Stavebnictví,17643.75,47.42,,45.51,,20342.38,,false,false
2006,2,114401,Jogurt bílý netučný,"150 g",5.75,F,Stavebnictví,17643.75,5.83,,45.51,,20342.38,,false,false
2006,2,114501,Eidamská cihla,"1 kg",110.66,N,Administrativní a podpůrné činnosti,13414.00,110.91,,45.51,,20342.38,,false,false
2006,2,117103,Papriky,"1 kg",39.26,P,Vzdělávání,18197.25,35.21,,45.51,,20342.38,,false,false
2006,3,111101,Rýže loupaná dlouhozrnná,"1 kg",21.12,B,Těžba a dobývání,24017.50,21.29,,45.51,,20342.38,,false,false
2006,3,117401,Konzumní brambory,"1 kg",12.06,F,Stavebnictví,17643.75,12.11,,45.51,,20342.38,,false,false
2006,4,112401,Kuřata kuchaná celá,"1 kg",45.58,F,Stavebnictví,17643.75,47.42,,45.51,,20342.38,,false,false
2006,4,114401,Jogurt bílý netučný,"150 g",5.84,F,Stavebnictví,17643.75,5.83,,45.51,,20342.38,,false,false
2006,4,114501,Eidamská cihla,"1 kg",109.65,N,Administrativní a podpůrné činnosti,13414.00,110.91,,45.51,,20342.38,,false,false
2006,4,117103,Papriky,"1 kg",32.24,P,Vzdělávání,18197.25,35.21,,45.51,,20342.38,,false,false
2007,1,111201,Pšeničná mouka hladká,"1 kg",8.21,P,Vzdělávání,19321.00,9.10,22.77,48.60,6.80,21724.61,6.79,false,false
2007,1,112201,Vepřová pečeně s kostí,"1 kg",103.36,H,Doprava a skladování,20394.00,102.91,-2.23,48.60,6.80,21724.61,6.79,false,false
2007,1,114501,Eidamská cihla,"1 kg",111.38,F,Stavebnictví,18831.25,122.86,10.77,48.60,6.80,21724.61,6.79,false,false
2007,1,116103,Banány žluté,"1 kg",32.46,F,Stavebnictví,18831.25,30.77,12.31,48.60,6.80,21724.61,6.79,false,false
2007,1,117101,Rajská jablka červená kulatá,"1 kg",44.75,L,Činnosti v oblasti nemovitostí,18994.50,40.04,-30.37,48.60,6.80,21724.61,6.79,false,false
2007,1,117401,Konzumní brambory,"1 kg",16.73,F,Stavebnictví,18831.25,14.00,15.64,48.60,6.80,21724.61,6.79,false,false
2007,3,112401,Kuřata kuchaná celá,"1 kg",58.35,L,Činnosti v oblasti nemovitostí,18994.50,53.87,13.60,48.60,6.80,21724.61,6.79,false,false
2007,3,115101,Máslo,"1 kg",111.43,F,Stavebnictví,18831.25,115.95,11.16,48.60,6.80,21724.61,6.79,false,false
2007,3,115201,Rostlinný roztíratelný tuk,"1 kg",67.78,S,Ostatní činnosti,15929.25,69.48,0.07,48.60,6.80,21724.61,6.79,false,false
2007,3,117103,Papriky,"1 kg",53.55,S,Ostatní činnosti,15929.25,68.37,94.16,48.60,6.80,21724.61,6.79,false,false
2007,4,114501,Eidamská cihla,"1 kg",148.84,S,Ostatní činnosti,15929.25,122.86,10.77,48.60,6.80,21724.61,6.79,false,false
2008,1,111101,Rýže loupaná dlouhozrnná,"1 kg",27.30,P,Vzdělávání,20097.50,33.26,39.37,51.45,5.86,23475.17,8.06,false,false
2008,1,114501,Eidamská cihla,"1 kg",148.34,F,Stavebnictví,20692.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,1,115101,Máslo,"1 kg",122.46,B,Těžba a dobývání,29236.00,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,1,116104,Jablka konzumní,"1 kg",30.92,P,Vzdělávání,20097.50,32.54,13.47,51.45,5.86,23475.17,8.06,false,false
2008,1,117106,Mrkev,"1 kg",14.90,F,Stavebnictví,20692.50,16.45,16.12,51.45,5.86,23475.17,8.06,false,false
2008,2,114501,Eidamská cihla,"1 kg",136.10,F,Stavebnictví,20692.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,2,117103,Papriky,"1 kg",76.05,F,Stavebnictví,20692.50,60.88,-10.95,51.45,5.86,23475.17,8.06,false,false
2008,2,117103,Papriky,"1 kg",76.05,I,"Ubytování, stravování a pohostinství",11937.50,60.88,-10.95,51.45,5.86,23475.17,8.06,false,false
2008,2,118101,Cukr krystalový,"1 kg",21.27,A,"Zemědělství, lesnictví, rybářství",17292.50,21.02,-4.05,51.45,5.86,23475.17,8.06,false,false
2008,3,112704,Šunkový salám,"1 kg",119.00,Q,Zdravotní a sociální péče,20036.75,119.15,2.34,51.45,5.86,23475.17,8.06,false,false
2008,3,114501,Eidamská cihla,"1 kg",127.52,F,Stavebnictví,20692.50,134.08,9.13,51.45,5.86,23475.17,8.06,false,false
2008,3,115101,Máslo,"1 kg",111.67,N,Administrativní a podpůrné činnosti,14451.25,114.08,-1.62,51.45,5.86,23475.17,8.06,false,false
2008,3,117103,Papriky,"1 kg",46.94,B,Těžba a dobývání,29236.00,60.88,-10.95,51.45,5.86,23475.17,8.06,false,false
2008,4,111602,Těstoviny vaječné,"1 kg",30.91,F,Stavebnictví,20692.50,30.78,15.22,51.45,5.86,23475.17,8.06,false,false
2008,4,114401,Jogurt bílý netučný,"150 g",6.30,P,Vzdělávání,20097.50,6.28,6.97,51.45,5.86,23475.17,8.06,false,false
2008,4,2000001,Kapr živý,"1 kg",80.45,B,Těžba a dobývání,29236.00,80.45,1.87,51.45,5.86,23475.17,8.06,false,false
2009,1,115101,Máslo,"1 kg",94.42,S,Ostatní činnosti,16781.75,96.09,-15.76,48.29,-6.15,24238.17,3.25,false,false
2009,3,111101,Rýže loupaná dlouhozrnná,"1 kg",36.06,F,Stavebnictví,21813.00,36.10,8.53,48.29,-6.15,24238.17,3.25,false,false
2009,3,112401,Kuřata kuchaná celá,"1 kg",57.54,P,Vzdělávání,21360.75,57.86,-4.72,48.29,-6.15,24238.17,3.25,false,false
2009,3,114501,Eidamská cihla,"1 kg",107.19,F,Stavebnictví,21813.00,111.67,-16.72,48.29,-6.15,24238.17,3.25,false,false
2009,3,117103,Papriky,"1 kg",38.31,F,Stavebnictví,21813.00,51.70,-15.08,48.29,-6.15,24238.17,3.25,false,false
2009,4,116104,Jablka konzumní,"1 kg",22.27,F,Stavebnictví,21813.00,25.85,-20.55,48.29,-6.15,24238.17,3.25,false,false
2009,4,117103,Papriky,"1 kg",40.77,M,"Profesní, vědecké a technické činnosti",30284.00,51.70,-15.08,48.29,-6.15,24238.17,3.25,false,false
2010,1,112704,Šunkový salám,"1 kg",117.14,F,Stavebnictví,21961.75,116.95,-0.89,49.23,1.95,24722.20,2.00,false,false
2010,1,115101,Máslo,"1 kg",109.89,F,Stavebnictví,21961.75,119.30,24.15,49.23,1.95,24722.20,2.00,false,false
2010,2,117106,Mrkev,"1 kg",18.02,L,Činnosti v oblasti nemovitostí,20264.75,15.68,-5.32,49.23,1.95,24722.20,2.00,false,false
2010,3,111101,Rýže loupaná dlouhozrnná,"1 kg",33.64,H,Doprava a skladování,22740.25,33.84,-6.28,49.23,1.95,24722.20,2.00,false,false
2010,3,117103,Papriky,"1 kg",49.97,P,Vzdělávání,20928.00,60.56,17.13,49.23,1.95,24722.20,2.00,false,false
2010,4,114701,Vejce slepičí čerstvá,"10 ks",22.10,F,Stavebnictví,21961.75,24.91,-4.26,49.23,1.95,24722.20,2.00,false,false
2010,4,118101,Cukr krystalový,"1 kg",17.76,H,Doprava a skladování,22740.25,18.23,-7.97,49.23,1.95,24722.20,2.00,false,false
2011,1,116101,Pomeranče,"1 kg",25.33,P,Vzdělávání,21502.25,28.06,-9.26,50.88,3.34,25284.38,2.27,false,false
2011,1,117106,Mrkev,"1 kg",19.18,P,Vzdělávání,21502.25,16.44,4.80,50.88,3.34,25284.38,2.27,false,false
2011,2,118101,Cukr krystalový,"1 kg",23.20,P,Vzdělávání,21502.25,22.45,23.14,50.88,3.34,25284.38,2.27,false,false
2011,3,112201,Vepřová pečeně s kostí,"1 kg",100.49,R,"Kulturní, zábavní a rekreační činnosti",18562.00,100.04,-0.42,50.88,3.34,25284.38,2.27,false,false
2011,3,114501,Eidamská cihla,"1 kg",123.05,P,Vzdělávání,21502.25,122.38,1.78,50.88,3.34,25284.38,2.27,false,false
2011,4,2000001,Kapr živý,"1 kg",86.85,Q,Zdravotní a sociální péče,23176.25,86.85,2.93,50.88,3.34,25284.38,2.27,false,false
2012,1,112704,Šunkový salám,"1 kg",119.94,F,Stavebnictví,22571.75,121.75,5.03,54.30,6.73,26077.12,3.14,false,false
2012,1,114501,Eidamská cihla,"1 kg",130.14,Q,Zdravotní a sociální péče,23621.50,128.08,4.65,54.30,6.73,26077.12,3.14,false,false
2012,2,112704,Šunkový salám,"1 kg",119.27,F,Stavebnictví,22571.75,121.75,5.03,54.30,6.73,26077.12,3.14,false,false
2012,2,112704,Šunkový salám,"1 kg",119.27,S,Ostatní činnosti,17853.00,121.75,5.03,54.30,6.73,26077.12,3.14,false,false
2012,2,114501,Eidamská cihla,"1 kg",125.43,F,Stavebnictví,22571.75,128.08,4.65,54.30,6.73,26077.12,3.14,false,false
2012,3,111201,Pšeničná mouka hladká,"1 kg",11.21,F,Stavebnictví,22571.75,11.53,0.77,54.30,6.73,26077.12,3.14,false,false
2012,3,116101,Pomeranče,"1 kg",35.09,N,Administrativní a podpůrné činnosti,15935.00,30.19,7.56,54.30,6.73,26077.12,3.14,false,false
2012,3,117106,Mrkev,"1 kg",19.72,P,Vzdělávání,21912.50,17.44,6.12,54.30,6.73,26077.12,3.14,false,false
2012,4,118101,Cukr krystalový,"1 kg",23.88,P,Vzdělávání,21912.50,24.27,8.09,54.30,6.73,26077.12,3.14,false,false
2013,1,112704,Šunkový salám,"1 kg",125.48,K,Peněžnictví a pojišťovnictví,45233.50,126.24,3.69,57.07,5.10,25670.84,-1.56,false,false
2013,1,213201,"Pivo výčepní, světlé, lahvové","0.5 l",10.59,F,Stavebnictví,22073.75,10.55,3.84,57.07,5.10,25670.84,-1.56,false,false
2013,2,112101,Hovězí maso zadní bez kosti,"1 kg",207.12,P,Vzdělávání,22279.75,207.19,3.18,57.07,5.10,25670.84,-1.56,false,false
2013,2,114501,Eidamská cihla,"1 kg",133.47,F,Stavebnictví,22073.75,141.97,10.84,57.07,5.10,25670.84,-1.56,false,false
2013,2,118101,Cukr krystalový,"1 kg",23.99,S,Ostatní činnosti,17901.50,24.15,-0.46,57.07,5.10,25670.84,-1.56,false,false
2013,3,114201,Mléko polotučné pasterované,"1 l",19.21,P,Vzdělávání,22279.75,19.34,2.89,57.07,5.10,25670.84,-1.56,false,true
2013,3,118101,Cukr krystalový,"1 kg",24.07,F,Stavebnictví,22073.75,24.15,-0.46,57.07,5.10,25670.84,-1.56,false,false
2013,4,114401,Jogurt bílý netučný,"150 g",8.11,F,Stavebnictví,22073.75,7.70,7.51,57.07,5.10,25670.84,-1.56,false,false
2014,2,111301,Chléb konzumní kmínový,"1 kg",23.02,L,Činnosti v oblasti nemovitostí,21811.75,23.00,-0.53,57.49,0.74,26323.55,2.54,true,false
2014,2,116101,Pomeranče,"1 kg",29.06,F,Stavebnictví,22605.00,29.68,-5.38,57.49,0.74,26323.55,2.54,false,false
2014,2,117106,Mrkev,"1 kg",17.63,A,"Zemědělství, lesnictví, rybářství",20952.00,16.22,-12.77,57.49,0.74,26323.55,2.54,false,false
2014,3,111602,Těstoviny vaječné,"1 kg",41.93,F,Stavebnictví,22605.00,42.54,3.74,57.49,0.74,26323.55,2.54,false,false
2014,3,117103,Papriky,"1 kg",52.46,F,Stavebnictví,22605.00,60.55,-2.12,57.49,0.74,26323.55,2.54,false,false
2015,1,112101,Hovězí maso zadní bez kosti,"1 kg",206.09,P,Vzdělávání,23102.75,203.09,-0.91,57.18,-0.55,26959.72,2.42,false,false
2015,1,115101,Máslo,"1 kg",161.97,F,Stavebnictví,23586.25,157.04,-3.64,57.18,-0.55,26959.72,2.42,false,false
2015,1,117106,Mrkev,"1 kg",16.17,S,Ostatní činnosti,18601.00,20.84,28.49,57.18,-0.55,26959.72,2.42,false,false
2015,1,122102,Přírodní minerální voda uhličitá,"1 l",8.86,H,Doprava a skladování,24369.50,8.71,0.19,57.18,-0.55,26959.72,2.42,false,false
2015,2,112401,Kuřata kuchaná celá,"1 kg",70.02,F,Stavebnictví,23586.25,69.58,-3.04,57.18,-0.55,26959.72,2.42,false,false
2015,3,115101,Máslo,"1 kg",156.60,C,Zpracovatelský průmysl,26131.75,157.04,-3.64,57.18,-0.55,26959.72,2.42,false,false
2015,4,112201,Vepřová pečeně s kostí,"1 kg",106.70,Q,Zdravotní a sociální péče,25352.00,108.66,-6.63,57.18,-0.55,26959.72,2.42,false,false
2015,4,114501,Eidamská cihla,"1 kg",107.29,P,Vzdělávání,23102.75,119.39,-20.73,57.18,-0.55,26959.72,2.42,false,false
2015,4,116101,Pomeranče,"1 kg",34.54,F,Stavebnictví,23586.25,32.50,9.48,57.18,-0.55,26959.72,2.42,false,false
2016,1,114501,Eidamská cihla,"1 kg",104.32,S,Ostatní činnosti,19149.75,110.90,-7.11,56.49,-1.19,27946.92,3.66,false,false
2016,1,115201,Rostlinný roztíratelný tuk,"1 kg",91.63,P,Vzdělávání,23938.50,91.44,-0.11,56.49,-1.19,27946.92,3.66,false,false
2016,1,116103,Banány žluté,"1 kg",33.47,R,"Kulturní, zábavní a rekreační činnosti",22202.00,31.72,-0.60,56.49,-1.19,27946.92,3.66,false,false
2016,1,118101,Cukr krystalový,"1 kg",15.78,F,Stavebnictví,24551.25,17.59,-1.18,56.49,-1.19,27946.92,3.66,false,false
2016,2,111101,Rýže loupaná dlouhozrnná,"1 kg",36.11,P,Vzdělávání,23938.50,36.52,1.65,56.49,-1.19,27946.92,3.66,false,false
2016,2,114401,Jogurt bílý netučný,"150 g",8.22,F,Stavebnictví,24551.25,8.12,-4.76,56.49,-1.19,27946.92,3.66,false,false
2016,2,117106,Mrkev,"1 kg",20.86,H,Doprava a skladování,25505.75,18.55,-10.96,56.49,-1.19,27946.92,3.66,false,false
2016,2,118101,Cukr krystalový,"1 kg",16.61,Q,Zdravotní a sociální péče,26577.50,17.59,-1.18,56.49,-1.19,27946.92,3.66,false,false
2016,3,112201,Vepřová pečeně s kostí,"1 kg",110.79,H,Doprava a skladování,25505.75,109.46,0.74,56.49,-1.19,27946.92,3.66,false,false
2016,3,117103,Papriky,"1 kg",52.92,B,Těžba a dobývání,31348.00,64.55,1.62,56.49,-1.19,27946.92,3.66,false,false
2016,4,114501,Eidamská cihla,"1 kg",133.20,S,Ostatní činnosti,19149.75,110.90,-7.11,56.49,-1.19,27946.92,3.66,false,false
2017,2,114501,Eidamská cihla,"1 kg",131.22,F,Stavebnictví,25703.00,142.58,28.57,61.93,9.63,29735.78,6.40,false,false
2017,2,115101,Máslo,"1 kg",175.07,F,Stavebnictví,25703.00,197.79,33.33,61.93,9.63,29735.78,6.40,false,false
2017,2,118101,Cukr krystalový,"1 kg",19.97,P,Vzdělávání,25358.50,19.96,13.50,61.93,9.63,29735.78,6.40,false,false
2017,3,112704,Šunkový salám,"1 kg",146.94,P,Vzdělávání,25358.50,142.03,9.08,61.93,9.63,29735.78,6.40,false,false
2017,4,114501,Eidamská cihla,"1 kg",153.96,O,Veřejná správa a obrana; povinné sociální zabezpečení,32442.25,142.58,28.57,61.93,9.63,29735.78,6.40,false,false
2018,1,114501,Eidamská cihla,"1 kg",139.81,F,Stavebnictví,27821.75,142.45,-0.09,63.27,2.17,31980.26,7.55,false,false
2018,2,111101,Rýže loupaná dlouhozrnná,"1 kg",36.26,F,Stavebnictví,27821.75,36.18,-0.35,63.27,2.17,31980.26,7.55,false,false
2018,2,115201,Rostlinný roztíratelný tuk,"1 kg",99.70,P,Vzdělávání,28047.50,99.40,5.42,63.27,2.17,31980.26,7.55,false,false
2018,3,111201,Pšeničná mouka hladká,"1 kg",11.43,F,Stavebnictví,27821.75,11.44,0.05,63.27,2.17,31980.26,7.55,false,false
2018,4,114501,Eidamská cihla,"1 kg",152.44,F,Stavebnictví,27821.75,142.45,-0.09,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,28833.75,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,H,Doprava a skladování,29135.75,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,I,"Ubytování, stravování a pohostinství",18270.25,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,J,Informační a komunikační činnosti,55474.75,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,K,Peněžnictví a pojišťovnictví,53339.50,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,L,Činnosti v oblasti nemovitostí,27059.50,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,M,"Profesní, vědecké a technické činnosti",37162.75,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,N,Administrativní a podpůrné činnosti,20165.50,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,O,Veřejná správa a obrana; povinné sociální zabezpečení,35714.50,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,P,Vzdělávání,28047.50,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,Q,Zdravotní a sociální péče,31629.50,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,R,"Kulturní, zábavní a rekreační činnosti",26761.75,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2018,4,2000001,Kapr živý,"1 kg",93.46,S,Ostatní činnosti,21249.50,93.46,6.54,63.27,2.17,31980.26,7.55,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,A,"Zemědělství, lesnictví, rybářství",14421.00,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,C,Zpracovatelský průmysl,18276.75,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",28477.00,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,E,Zásobování vodou; činnosti související s odpady a sanacemi,18240.75,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,F,Stavebnictví,17643.75,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,17507.25,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,H,Doprava a skladování,18993.75,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,I,"Ubytování, stravování a pohostinství",11105.75,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,J,Informační a komunikační činnosti,34942.00,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,K,Peněžnictví a pojišťovnictví,39353.25,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,L,Činnosti v oblasti nemovitostí,17550.75,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,M,"Profesní, vědecké a technické činnosti",23105.75,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,N,Administrativní a podpůrné činnosti,13414.00,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,O,Veřejná správa a obrana; povinné sociální zabezpečení,22852.75,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,P,Vzdělávání,18197.25,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,Q,Zdravotní a sociální péče,17973.50,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,R,"Kulturní, zábavní a rekreační činnosti",15477.50,21.29,,45.51,,20342.38,,false,false
2006,1,111101,Rýže loupaná dlouhozrnná,"1 kg",21.29,S,Ostatní činnosti,14955.00,21.29,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,A,"Zemědělství, lesnictví, rybářství",14421.00,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,B,Těžba a dobývání,24017.50,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,C,Zpracovatelský průmysl,18276.75,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",28477.00,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,E,Zásobování vodou; činnosti související s odpady a sanacemi,18240.75,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,F,Stavebnictví,17643.75,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,17507.25,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,H,Doprava a skladování,18993.75,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,I,"Ubytování, stravování a pohostinství",11105.75,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,J,Informační a komunikační činnosti,34942.00,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,K,Peněžnictví a pojišťovnictví,39353.25,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,L,Činnosti v oblasti nemovitostí,17550.75,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,M,"Profesní, vědecké a technické činnosti",23105.75,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,N,Administrativní a podpůrné činnosti,13414.00,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,O,Veřejná správa a obrana; povinné sociální zabezpečení,22852.75,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,P,Vzdělávání,18197.25,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,Q,Zdravotní a sociální péče,17973.50,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,R,"Kulturní, zábavní a rekreační činnosti",15477.50,7.41,,45.51,,20342.38,,false,false
2006,1,111201,Pšeničná mouka hladká,"1 kg",7.23,S,Ostatní činnosti,14955.00,7.41,,45.51,,20342.38,,false,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,A,"Zemědělství, lesnictví, rybářství",14421.00,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,B,Těžba a dobývání,24017.50,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,C,Zpracovatelský průmysl,18276.75,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",28477.00,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,E,Zásobování vodou; činnosti související s odpady a sanacemi,18240.75,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,F,Stavebnictví,17643.75,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,17507.25,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,H,Doprava a skladování,18993.75,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,I,"Ubytování, stravování a pohostinství",11105.75,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,J,Informační a komunikační činnosti,34942.00,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,K,Peněžnictví a pojišťovnictví,39353.25,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,L,Činnosti v oblasti nemovitostí,17550.75,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,M,"Profesní, vědecké a technické činnosti",23105.75,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,N,Administrativní a podpůrné činnosti,13414.00,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,O,Veřejná správa a obrana; povinné sociální zabezpečení,22852.75,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,P,Vzdělávání,18197.25,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,Q,Zdravotní a sociální péče,17973.50,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,R,"Kulturní, zábavní a rekreační činnosti",15477.50,16.17,,45.51,,20342.38,,true,false
2006,1,111301,Chléb konzumní kmínový,"1 kg",14.74,S,Ostatní činnosti,14955.00,16.17,,45.51,,20342.38,,true,false
2006,1,111303,Pečivo pšeničné bílé,"1 kg",33.96,A,"Zemědělství, lesnictví, rybářství",14421.00,38.75,,45.51,,20342.38,,false,false
2006,1,111303,Pečivo pšeničné bílé,"1 kg",33.96,B,Těžba a dobývání,24017.50,38.75,,45.51,,20342.38,,false,false
2006,1,111303,Pečivo pšeničné bílé,"1 kg",33.96,C,Zpracovatelský průmysl,18276.75,38.75,,45.51,,20342.38,,false,false
2006,1,111303,Pečivo pšeničné bílé,"1 kg",33.96,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",28477.00,38.75,,45.51,,20342.38,,false,false
2006,1,111303,Pečivo pšeničné bílé,"1 kg",33.96,E,Zásobování vodou; činnosti související s odpady a sanacemi,18240.75,38.75,,45.51,,20342.38,,false,false
